a, 255
b, 153
c, 204
d, 170
e, 170
f, 153
g, 153
h, 127
i, 153
j, 102
k, 170
l, 153
m, 153
n, 153
o, 170
p, 153
q, 102
r, 153
s, 170
t, 153
u, 170
v, 127
w, 153
x, 102
y, 127
z, 153
', 95
